id,customer_location_id,name,deleted
1536,607,300-FLOTACIÓN,0
1537,607,300-COMPRESORAS,0
1538,607,"400-ISA MILL",0
1539,607,"CASA FUERZA",0
1540,607,FILTROS,0
1541,607,MOLIBDENO,0
1542,607,"RECUPERACIÓN L2",0
1543,607,RELAVES,0
1544,607,REMOLIENDA,0
1545,607,"SE LINEA 1",0
1546,607,"SE LINEA 2",0
1547,607,"SE PRINCIPAL",0
1548,607,"SERV AUX L1",0
1549,607,TMF,0
1550,607,"WORK SHOP",0
1551,608,SUBESTACIÓN,0
1552,609,"YURA 0",0
1553,609,"EQUIPO MOVIL FUERZA",0
1554,609,"BOMBA INTERMEDIA",0
1555,609,INGENIEROS,0
1556,609,TRANSFORMADORES,0
1557,609,PRINCIPAL,0
1558,609,"AUX MOLIENDA CEMENTOS 2",0
1559,609,"PLANTA DE CARBON",0
1560,609,"CRUDOS 2",0
1561,609,"ALUMBRADO PLANTA",0
1562,609,"MOLINOS PENG FEI",0
1563,609,LOESCHE,0
1564,609,"AUX LINEA 1",0
1565,609,"GENERADOR CUMING TR-05",0
1566,609,"AUX HORNO 2",0
1567,609,"CENTRAL TERMICA",0
1568,609,"YURA 3",0
1569,609,"INTERCAMBIADOR HORNO",0
1570,609,"SALA ENFRIADOR",0
1571,609,"MOLINO UBE",0
1572,609,"MATERIAS PRIMAS",0
1573,609,"MOLINO DE CARBON",0
1574,609,"ILUMINACIÓN GENERAL LINEA 3",0
1575,609,"MOTORES HORNO 2",0
1576,609,"EQUIPO MOVIL ALUMBRADO",0
1577,609,"ALUMBRADO CHANCADORA SECUNDARIA",0
1578,609,"CHANCADORA SECUNDARIA",0
1579,609,"PLATAFORMA NUEVA BALANZA",0
1580,609,"GRUPOS ELECTROGENOS",0
1581,609,"YURA 2",0
1582,609,CANTERA,0
1583,549,"AGUA FRESCA",0
1584,549,BOOSTER,0
1585,549,"CAMPAMENTO NUEVO",0
1586,549,"CHANCADORA PRIMARIA",0
1587,549,"CHANCADORA SECUNDARIA",0
1588,549,GENSET,0
1589,549,GEOLOGÍA,0
1590,549,HUINCUSH,0
1591,549,"PORTATIL MINA",0
1592,549,"SHELTER 1",0
1593,549,"SHELTER 2",0
1594,549,VIZCARRA,0
1595,549,"TALLER MANTENIMIENTO",0
1596,549,"TRUCK SHOP",0
1597,549,"WELDING SHOP",0
1598,610,ÁREA,0
1599,611,"PATIO DE LLAVES",0
1600,607,"SPI-220 KV",0
1601,607,CAMPAMENTO,0
1602,607,"TRANSFORMADORES HUDBAY",0
1603,612,MINA,0
1604,612,"PATIO LLAVES",0
1605,606,"SECCIÓN 81",0
1606,606,"SECCIÓN 90",0
1607,613,SUBESTACIÓN,0
1608,614,SUBESTACIÓN,0
1609,616,MINA,0
1610,618,HUAYLAS,0
1611,619,"SE PRINCIPAL",0
1612,620,HUAYANCA,0
1613,621,"PATIO DE LLAVES",0
1614,622,TINTAYA,0
1615,622,COMBAPATA,0
1616,567,HIDROELÉCTRICA,0
1617,566,TTIJONES,0
1618,567,"CASA DE BOMBAS",0
1619,567,VW1,0
1620,567,TW3,0
1621,567,BARCAZA,0
1622,567,TP9A,0
1623,567,TW6,0
1624,567,"PRINCIPAL VIZCACHAS",0
1625,567,VW2,0
1626,567,TP8,0
1627,567,TITIJONES,0
1628,567,VW4,0
1629,567,VW3,0
1630,623,DOSQUEBRADAS,0
1631,624,"PLANTA DE TRANSFORMADORES DOSQUEBRADAS",0
1632,625,"TRINIDA Y TOBAGO",0
1633,561,"SALA ELECTRICA",0
1634,626,"CAÑO SUR",0
1635,627,MEDELLIN,0
1636,628,MANTENIMIENTO,0
1637,568,"SE - CHORRILLOS",0
1638,568,"SE - PRADERAS",0
1639,568,"SE - SAN ISIDRO",0
1640,568,"SE - SANTA ROSA NUEVA",0
1641,561,"SUBESTACION RECKA",0
1642,629,MINA,0
1643,630,"CENTRAL TERMOELECTRICA RECKA",0
1644,631,PRINCIPAL,0
1645,633,"JOSE MARTI 123",0
1646,633,CENTRO,0
1647,632,NORTE,0
1648,605,"CENTRAL HIDROELECTRICA",0
1649,634,"CENTRAL TERMICA",0
1650,620,"PIURA OESTE",0
1651,635,"POWER PLANT",0
1652,567,SARANDA,0
1653,636,"SAN SALVADOR",0
1654,637,"SANTA TECLA",0
1655,568,"SE ASIA",0
1656,568,"SE BARRANCO",0
1657,568,"SE BUJAMA",0
1658,568,"SE VERTIENTES",0
1659,568,"SE VILLA EL SALVADOR",0
1660,568,"SE CHILCA",0
1661,568,"SE CHOSICA",0
1662,568,"SE GALVEZ",0
1663,568,"SE LIMATAMBO",0
1664,568,"SE LOS SAUCES",0
1665,568,"SE LURIN",0
1666,568,"SE MANCHAY",0
1667,568,"SE MONTERRICO",0
1668,568,"SE ÑAÑA",0
1669,568,"SE PACHACAMAC",0
1670,568,"SE PROGRESO",0
